vulc,perc_nat_rubber,wiring_strength,weather,perc_imp,temperature,tread_type,tyre_season,elevation,month,tread_depth,tyre_quality,perc_exp_comp,diameter,add_layers,failure
17.754,35,0,0.39,0.01,0.48,3,0,486,11,1,0,5.65,98.3,1,1
16.118,31,0,0.39,0.01,-5.2,1,0,147,0,2,0,5.91,NA,2,1
17.768,25,1,0.16,0.01,-7.96,0,1,397.5,8,0,1,5.4,NA,1,0
16.372,34,0,0.3,0.01,-2.12,2,0,291.5,5,3,0,6.28,NA,1,0
23.616,30,1,0.29,0.01,26.76,3,0,250.5,0,2,0,6.57,50,1,0
18.906,35,0,0.22,0,-0.6,2,1,396.5,9,2,0,5.43,NA,1,0
17.776,24,1,0.16,0.01,-7.96,0,1,342,8,0,1,5.68,NA,1,0
18.2,22,1,0.16,0.01,-8,0,1,167,8,0,1,5.94,NA,1,0
17.506,36,1,0.62,0.05,2.64,2,1,431,1,2,0,6.07,68.4,1,1
17.23,32,1,0.29,0.01,0.6,0,0,369,1,3,0,5.78,64.2,1,1
16.494,37,0,0.14,0,-2.16,1,0,542.5,4,2,0,5.67,93.8,2,0
17.948,22,1,0.16,0.01,-8.68,0,1,493.5,8,0,1,5.38,NA,1,0
18.016,34,0,0.05,0.02,-0.4,0,1,466,1,3,0,5.79,NA,1,0
16.352,31,0,0.19,0.02,-0.28,2,1,610.5,6,3,0,6.13,NA,1,1
22.38,33,1,0.16,0.01,-9.8,4,0,426,1,0,1,5.31,NA,1,0
17.55,39,0,0.21,0,-0.64,4,0,371,6,1,0,5.85,NA,2,1
17.7,33,0,0.27,0.01,-2.4,0,0,594,9,0,0,6.15,NA,1,0
16.25,31,0,0.16,0.01,-8.48,1,1,278,8,0,1,5.37,NA,1,0
17.86,29,1,0.16,0.01,-7.2,0,1,253.5,8,0,1,5.27,NA,1,0
16.254,30,1,0.19,0.02,-1.08,1,1,209,9,2,0,5.85,NA,0,0
17.506,30,1,0.16,0.01,-9.24,0,1,224,8,0,1,5.64,NA,1,0
16.088,36,0,0.93,0.04,0.6,4,0,426,11,2,0,5.94,NA,1,1
21.34,36,1,0.37,0.02,-1.72,1,0,233.5,3,3,0,5.24,NA,1,0
17.122,39,0,0.21,0,-5,4,0,369,1,2,0,6.03,74.9,1,0
18.738,36,0,0.38,0.04,-3.2,4,0,521.5,1,3,0,6.1,NA,1,0
17.242,28,0,0.22,0,-1.56,0,1,720.5,4,0,0,6.12,63.8,1,1
19.548,35,0,0.27,0.01,-1.6,2,0,788,4,2,0,6.45,NA,1,0
17.628,24,1,0.16,0.01,-7.32,0,1,384,8,0,1,5.58,NA,1,0
26.848,34,1,0.38,0.04,-1.28,3,0,490,0,3,0,5.87,NA,1,0
18.494,35,1,0.37,0.02,-3.12,3,1,237.5,11,0,0,6.08,NA,1,1
18.108,27,1,0.39,0.01,6,0,1,240.5,9,1,0,6.07,NA,1,1
19.674,34,1,0.37,0.02,6.8,1,0,89,0,2,0,5.88,NA,1,0
17.478,28,1,0.39,0.01,-4.52,0,0,227,8,1,0,6.11,NA,1,0
18.416,33,0,0.14,0,-0.6,1,0,708.5,4,2,0,5.89,NA,0,1
17.978,22,1,0.16,0.01,-8.88,0,1,266,8,0,1,5.3,NA,1,0
19.444,34,0,0.03,0,-7.24,2,0,528.5,8,0,0,5.34,NA,1,0
19.36,33,1,0.39,0.01,20.52,3,0,286.5,6,0,0,6.9,NA,1,0
18.118,34,1,0.93,0.04,6.56,4,1,620,5,2,0,6.17,NA,1,1
17.658,25,1,0.16,0.01,-9.44,0,1,467,8,0,1,5.34,NA,1,0
16.716,37,1,0.14,0,-1.64,1,0,480,8,1,0,6.23,NA,0,1
17.334,33,1,0.29,0.01,-1.36,0,1,365.5,5,2,0,6.17,NA,1,1
18.174,25,1,0.16,0.01,-2.4,2,1,380.5,6,3,1,6.05,86,1,0
17.844,27,1,0.16,0.01,-7.8,0,1,360,8,0,1,5.49,NA,1,0
18.116,37,0,0.04,0.01,-0.04,1,1,308,9,3,0,5.89,NA,1,0
17.412,44,1,0.62,0.05,-0.48,0,0,479.5,11,0,0,5.73,NA,1,1
18.944,37,0,0.93,0.04,2.2,0,0,627,6,1,0,5.79,NA,1,0
17.236,34,0,0.37,0.02,-6.48,2,1,210.5,9,2,0,5.37,NA,1,0
17.696,31,1,0.29,0.01,4.88,1,1,178,7,3,0,6.78,89.8,1,0
18.394,31,1,0.21,0,-0.84,1,1,529,8,2,0,5.97,NA,1,1
17.924,35,0,0.16,0.01,-11.52,1,0,372,4,3,1,5.17,NA,1,0
17.504,31,1,0.62,0.05,2.48,0,1,182.5,7,2,0,6.02,NA,1,1
17.724,27,1,0.16,0.01,-7.44,0,1,289.5,8,0,1,5.41,NA,1,0
17.552,33,0,0.22,0,-1.72,4,1,767.5,8,1,0,6.07,NA,1,0
16.878,31,0,0.03,0,0.68,0,0,554,10,0,0,6.09,51.2,1,0
17.382,40,0,0.03,0,4.12,2,1,259.5,0,0,0,5.91,51.8,1,0
17.76,26,1,0.16,0.01,-7.44,0,1,301,8,0,1,5.3,NA,1,0
19.988,30,1,0.14,0,2,4,0,692.5,11,2,0,6.4,NA,1,0
18.358,37,0,0.22,0,0.12,1,1,682,10,3,0,6.05,NA,0,0
18.87,26,1,0.19,0.02,-3,2,1,545,4,2,1,5.62,NA,1,0
19.214,33,0,0.17,0.01,-5.56,4,0,290.5,5,0,0,5.83,46.8,1,0
17.89,21,1,0.16,0.01,-8.92,0,1,241.5,8,0,1,5.2,NA,1,0
17.602,25,1,0.16,0.01,-7.88,0,1,322.5,8,0,1,5.32,NA,1,0
16.212,39,0,0.04,0.01,0.28,4,0,663.5,5,0,0,6.16,62.7,1,0
17.486,35,0,0.14,0,-0.08,0,0,360.5,9,2,0,6.01,49.6,1,0
17.21,32,0,0.39,0.01,-0.28,4,1,339.5,8,3,0,6.22,NA,1,0
18.074,33,1,0.05,0,-2,0,1,396,0,1,0,5.98,86.2,1,0
18.424,32,0,0.39,0.01,1.52,3,1,99.5,4,1,0,6.15,NA,1,1
16.76,26,1,0.39,0.01,7.52,2,0,204.5,11,3,0,5.64,NA,1,1
18.978,34,0,0.29,0.01,-5.12,3,0,221,8,2,0,6.16,NA,1,0
15.5,26,2,0.27,0.01,12.6,1,0,823,1,1,0,6.54,NA,1,0
21.218,34,1,0.16,0.01,-14.08,1,0,661.5,7,2,1,4.68,53.8,1,0
16.988,34,2,0.62,0.05,21.52,4,0,465.5,10,3,0,6.92,55,1,1
21.666,33,1,0.03,0,-3.92,3,0,529,3,3,0,5.72,NA,1,0
17.22,36,0,0.14,0,3.52,0,0,412,7,1,0,5.9,NA,1,1
20.918,36,1,0.03,0,-3.08,0,1,401.5,6,0,0,5.9,NA,1,0
19.556,34,1,0.62,0.05,-5.76,1,0,276,4,3,0,5.92,NA,1,0
18.012,36,0,0.19,0.02,-0.64,4,0,634.5,3,0,1,5.45,NA,1,0
17.808,24,1,0.16,0.01,-8.88,0,1,235,8,0,1,5.26,NA,1,0
18.116,26,1,0.16,0.01,-8.8,0,1,388.5,8,0,1,5.22,NA,1,0
17.574,26,1,0.16,0.01,-8.84,0,1,420.5,8,0,1,6.05,65.5,1,0
17.742,31,0,0.03,0,-4.12,2,0,627.5,8,3,0,5.73,66.2,1,0
16.546,31,0,0.03,0,-3.92,3,0,269.5,9,1,0,6.24,93.7,1,0
20.054,39,0,0.3,0.01,-4.16,2,0,216.5,6,3,0,6.41,NA,1,0
20.796,39,1,0.29,0.01,-1.8,4,0,635.5,2,3,0,5.78,52.2,0,0
18.284,38,1,0.62,0.05,2.28,4,0,319.5,9,1,0,6.15,NA,0,1
19.716,42,0,0.62,0.05,4.24,2,1,250,6,1,0,5.79,NA,1,1
23.982,36,2,0.3,0.01,7,1,0,460,1,3,0,6.48,NA,0,1
17.524,31,0,0.39,0.01,-3.44,0,1,273.5,3,2,0,6.17,46.1,2,1
17.892,22,1,0.16,0.01,-7.84,0,1,256.5,8,0,1,5.47,NA,1,0
18.514,35,0,0.37,0.02,3.04,3,0,534.5,9,3,0,6.15,NA,1,0
16.984,27,0,0.05,0,0.2,0,1,584,6,2,0,6.02,NA,1,0
19.254,31,0,0.29,0.01,-0.4,2,1,770.5,3,1,0,6.19,NA,1,1
16.388,30,0,0.19,0.02,-2,4,0,352.5,1,3,1,5.56,NA,1,1
20.744,28,2,0.19,0.02,0.08,1,0,402.5,8,2,1,5.73,NA,1,0
22.674,35,1,0.38,0.04,-2.44,1,0,308,3,1,1,5.88,NA,2,0
15.64,37,1,0.29,0.01,-0.32,0,0,469.5,3,1,0,6.23,NA,1,1
17.894,24,1,0.16,0.01,-6.96,0,1,347.5,8,0,1,5.1,84.9,1,0
20.46,31,1,0.16,0.01,-9.32,1,1,338,7,2,1,5.83,NA,1,0
24.502,36,1,0.3,0.01,-3.72,2,0,409.5,10,0,0,6.15,NA,1,1
19.622,28,0,0.3,0.01,-0.72,2,0,147.5,0,2,0,5.74,NA,1,1
22.218,37,0,0.06,0,-1.76,0,0,328.5,8,1,0,6.09,NA,0,0
18.046,26,1,0.16,0.01,-8.24,0,1,384,8,0,1,5.28,NA,1,0
17.792,27,1,0.3,0.01,-5.08,0,0,530.5,9,3,0,6.13,NA,0,0
17.556,31,2,0.06,0,1.32,0,0,259,11,1,0,5.92,67.4,1,1
18.068,33,0,0.3,0.01,0.68,2,0,253,2,1,0,5.8,NA,1,0
16.666,31,1,0.21,0,-10.04,4,0,299.5,4,0,0,4.97,NA,1,0
18.972,33,1,0.21,0,-5.48,4,1,592.5,2,3,0,5.66,NA,1,0
16.23,36,0,0.21,0,4.8,3,0,263.5,6,1,0,6.15,NA,1,0
16.12,36,0,0.03,0,-2.48,1,0,543.5,7,3,0,6.18,NA,1,0
17.092,25,1,0.62,0.05,6.72,2,0,357,8,2,0,6.42,89.9,1,1
15.756,24,2,0.62,0.05,-1.12,1,1,464,6,3,0,6.1,NA,1,1
24.792,32,2,0.39,0.01,1.76,2,0,156.5,1,3,1,5.96,88.9,1,1
20.746,36,1,0.3,0.01,-5.48,4,0,530.5,6,2,0,6.22,NA,1,0
16.11,34,0,0.62,0.05,3.08,0,0,550,4,1,0,5.71,NA,1,1
18.21,22,1,0.16,0.01,-8.92,0,1,323.5,8,0,1,4.82,NA,1,0
16.976,33,0,0.21,0,-4.64,1,0,470.5,3,1,0,5.9,NA,1,1
17.698,25,1,0.16,0.01,-6.44,0,1,416,8,0,1,5.33,NA,1,0
18.008,30,1,0.62,0.05,11.56,2,0,780.5,9,2,0,6.02,NA,1,1
17.742,22,1,0.16,0.01,-8.48,0,1,259.5,8,0,1,5.39,NA,1,0
17.63,30,1,0.05,0,0.04,0,1,270.5,8,0,0,6.07,NA,1,0
18.974,32,1,0.37,0.02,-6.32,3,0,243,8,2,0,5.54,53,1,0
15.822,38,1,0.62,0.05,-1.08,2,0,280.5,2,1,0,5.7,45.3,1,0
17.972,26,1,0.16,0.01,-7.36,0,1,353.5,8,0,1,5.63,NA,1,0
17.326,25,1,0.37,0.02,10.84,2,0,318.5,0,0,0,6.81,NA,1,1
19.12,34,1,0.39,0.01,-2,2,1,625,4,3,0,6.4,NA,1,1
17.542,32,1,0.39,0.01,0.64,1,1,618,5,1,0,6.29,NA,1,0
16.676,28,0,0.62,0.05,-2.2,2,0,430.5,8,2,0,5.89,NA,1,0
17.812,21,1,0.16,0.01,-9.08,0,1,327.5,8,0,1,5.54,87.2,1,0
16.406,36,0,0.16,0.01,-8.48,3,1,344.5,2,2,1,5.59,82.9,1,0
16.38,39,0,0.17,0.01,-0.36,3,0,391,6,1,0,6.06,NA,1,0
19.148,31,0,0.16,0.01,-7.72,3,0,297.5,11,0,1,5.36,NA,0,1
17.876,23,1,0.16,0.01,-7.4,0,1,431,8,0,1,5.24,NA,1,0
17.314,35,0,0.37,0.02,0.08,0,0,334,10,0,0,5.98,93.6,1,0
19.752,33,1,0.16,0.01,-1.96,4,1,261.5,10,3,1,5.94,82.3,1,0
20.376,34,2,0.38,0.04,-4.84,3,1,119.5,4,1,0,6.21,NA,1,1
16.92,35,0,0.22,0,1.2,3,1,205.5,2,3,0,5.7,69.8,1,1
17.932,24,1,0.16,0.01,-9.04,0,1,319,8,0,1,5.63,NA,1,0
19.228,37,0,0.3,0.01,-0.8,1,0,457,1,3,0,5.87,61.5,1,0
17.528,31,0,0.11,0,-1.44,3,1,762,4,1,0,6.1,NA,1,1
18.01,26,1,0.16,0.01,-10.36,2,1,356,10,1,1,5.2,NA,1,1
17.028,29,0,0.22,0,-2,2,1,177.5,3,0,0,5.82,NA,1,1
20.124,33,0,0.39,0.01,-5,3,0,381,1,0,0,6.42,71,2,0
20.524,33,1,0.29,0.01,-2.72,3,0,646,3,0,0,5.61,NA,1,0
15.886,34,0,0.21,0,-0.92,1,0,286.5,8,1,0,5.24,NA,1,0
20.154,23,1,0.17,0.01,-2.04,3,0,602,0,0,0,6.12,NA,1,0
18.002,38,0,0.93,0.04,2.72,3,1,542.5,7,0,0,5.83,NA,1,1
17.418,26,1,0.16,0.01,-7.32,0,1,431,8,0,1,5.34,NA,1,0
17.898,27,1,0.16,0.01,-8.68,0,1,332.5,8,0,1,5.19,NA,1,0
16.962,35,0,0.39,0.01,-2.84,1,1,134.5,4,1,0,5.5,NA,1,1
17.108,32,1,0.29,0.01,-3.32,1,1,289.5,2,3,0,5.79,NA,2,0
17.858,32,2,0.19,0.02,-0.44,0,1,323,8,1,1,5.55,NA,1,0
17.684,25,1,0.16,0.01,-7.84,0,1,414.5,8,0,1,5.09,NA,1,0
15.648,36,0,0.62,0.05,2.6,1,1,673.5,2,2,0,6.01,49.5,1,1
19.996,34,0,0.21,0,-10.28,0,1,327.5,11,3,0,5.61,NA,1,0
17.12,35,0,0.62,0.05,-2.2,4,0,591.5,3,0,0,5.47,NA,1,0
19.09,35,0,0.29,0.01,-2.44,3,1,708.5,4,3,0,5.9,93.6,1,0
18.122,23,1,0.16,0.01,-7.12,0,1,305,8,0,1,5.52,NA,1,0
16.62,33,0,0.22,0,-2.32,2,1,533.5,5,0,0,5.87,93.3,1,0
15.508,29,1,0.38,0.04,-1.32,2,0,374,2,2,0,6.32,NA,1,1
25.946,32,1,0.3,0.01,3.64,0,0,717.5,6,0,0,6.02,NA,1,0
16.314,31,1,0.62,0.05,-1.64,2,1,351.5,8,0,0,6.03,NA,1,0
21.05,30,0,0.19,0.02,-2.36,1,0,643.5,10,2,1,5.81,NA,1,0
17.882,26,1,0.16,0.01,-7.88,0,1,205,8,0,1,5.48,NA,1,0
17.366,33,0,0.39,0.01,-0.88,3,1,300,4,2,0,5.67,NA,1,1
16.37,32,1,0.37,0.02,5.12,0,0,238.5,9,1,0,6.17,NA,1,1
17.538,26,1,0.16,0.01,-8.96,0,1,227,8,0,1,5.19,71.5,1,0
22.19,34,1,0.3,0.01,5.08,4,0,167,8,1,0,5.82,43.8,1,0
15.78,37,0,0.39,0.01,-0.04,1,0,304.5,10,1,0,6.15,NA,2,1
17.524,24,1,0.16,0.01,-8.84,0,1,260,8,0,1,4.98,NA,1,0
17.886,27,1,0.16,0.01,-7.44,0,1,193,8,0,1,5.21,58.3,1,0
15.164,37,0,0.93,0.04,0.32,4,0,314,11,1,0,6.3,56.5,1,1
17.144,28,1,0.39,0.01,8.24,4,1,384,1,0,0,5.96,NA,1,1
19.792,33,1,0.21,0,-5.4,3,1,380.5,1,3,0,5.8,NA,1,0
19.058,31,1,0.37,0.02,-2.8,0,0,320,10,0,0,5.42,NA,1,1
16.042,42,1,0.62,0.05,11.76,2,1,473.5,8,1,0,7.21,92.2,1,1
18.746,35,1,0.29,0.01,1.08,4,1,570.5,4,1,0,5.83,NA,1,0
17.404,38,0,0.39,0.01,6,1,1,138,9,0,0,5.98,NA,2,0
18.526,33,0,0.16,0.01,-8.96,2,0,309.5,6,3,1,5.11,69.9,1,0
17.604,25,1,0.16,0.01,-8.96,0,1,304.5,8,0,1,5.27,75.5,1,0
22.358,31,2,0.38,0.04,-1.64,3,0,517,11,1,0,6.44,NA,1,1
19.506,36,1,0.3,0.01,-2.16,2,0,616,1,1,0,6.39,NA,1,1
22.126,27,2,0.38,0.04,5.52,3,0,438,2,1,0,6.21,NA,1,1
17.736,38,0,0.19,0.02,0.72,2,1,292.5,5,1,0,5.68,NA,1,0
21.222,27,1,0.37,0.02,0.84,1,0,295,0,0,0,5.82,NA,1,0
20.512,35,1,0.39,0.01,-0.32,1,0,302,0,0,0,6.4,64.1,0,0
19.218,30,0,0.14,0,-5.32,0,0,433,11,1,0,5.33,NA,0,0
22.786,34,1,0.39,0.01,-2.64,0,0,183,7,1,1,6.5,NA,1,0
17.62,25,1,0.16,0.01,-7.48,0,1,371.5,8,0,1,5.21,NA,1,0
17.932,24,1,0.16,0.01,-7.44,0,1,323.5,8,0,1,5.66,NA,1,0
19.88,36,1,0.19,0.02,-1.52,1,1,336,1,3,1,5.42,NA,1,0
21.488,32,1,0.13,0.01,-1.36,3,0,290,6,0,1,5.88,NA,1,1
17.752,28,1,0.16,0.01,-7.92,0,1,363,8,0,1,5.17,87.8,1,0
19.13,43,1,0.39,0.01,-3.76,4,0,317.5,4,2,0,5.91,NA,1,0
18.024,23,1,0.16,0.01,-7.96,0,1,270,8,0,1,5.28,54.6,1,0
20.148,32,1,0.16,0.01,-12.76,1,0,403.5,9,0,1,5.13,53.7,1,0
16.536,31,0,0.13,0.01,1.88,4,0,218.5,7,0,0,6.3,63.2,1,1
18.286,35,1,0.39,0.01,-0.48,2,1,252,1,1,0,6.11,86.4,1,0
20.44,44,0,0.27,0.01,-1.08,4,0,610,0,1,0,6.31,NA,0,0
17.32,35,0,0.62,0.05,1.68,4,1,422,9,1,0,6.1,64.8,1,1
16.424,35,0,0.03,0,0.68,2,0,380.5,1,0,0,6.25,NA,1,0
18.47,29,1,0.62,0.05,12.52,2,1,656,2,1,0,6.43,NA,1,1
17.606,35,0,0.21,0,-3.64,2,1,465.5,8,2,0,5.9,68.9,1,0
18.602,30,1,0.37,0.02,0.44,2,1,501.5,1,1,0,5.67,NA,1,0
19.518,33,1,0.16,0.01,-8.8,1,0,688.5,1,3,1,5.36,NA,1,0
19.172,31,1,0.16,0.01,-7.16,3,0,393.5,0,3,1,5.39,78.3,1,0
17.304,29,1,0.29,0.01,-0.96,4,1,806,10,2,0,5.52,69.7,1,1
17.542,33,1,0.93,0.04,1.72,0,0,307,2,1,0,6.23,80.8,0,1
17.674,23,1,0.21,0,-3.2,2,1,568,3,0,0,5.66,NA,1,1
16.9,37,0,0.16,0.01,0.36,2,1,309,8,1,0,6.11,NA,1,0
19.19,24,0,0.16,0.01,-10.68,0,0,173,6,1,1,5.01,NA,1,0
18.04,30,1,0.22,0,1.6,4,1,325.5,0,2,0,5.88,NA,1,1
17.836,41,0,0.93,0.04,-0.36,0,0,516.5,3,1,0,6.25,NA,0,1
19.886,33,1,0.16,0.01,-4.04,4,0,531,1,3,1,5.76,NA,1,1
18.378,32,1,0.62,0.05,0.16,3,1,197.5,0,0,0,6.25,57.5,0,1
16.032,32,1,0.37,0.02,-2.68,1,1,335,0,2,0,5.9,NA,1,1
17.906,32,1,0.38,0.04,-5,3,1,219.5,4,3,0,5.78,NA,0,0
19.736,25,2,0.37,0.02,0.6,0,0,241,1,1,0,6,NA,1,1
17.474,29,1,0.19,0.02,-4.36,3,1,518.5,7,1,1,6.13,NA,1,0
18.508,34,0,0.3,0.01,-1.52,1,0,626,5,0,0,6.18,NA,1,0
18.024,33,0,0.3,0.01,2.4,1,0,252.5,2,2,0,6.09,NA,1,1
18.348,30,0,0.3,0.01,-0.24,2,0,380.5,4,2,0,6.37,NA,1,1
19.122,33,0,0.22,0,-3.24,1,1,227,5,0,0,6.23,NA,1,0
17.27,34,1,0.06,0,-1.84,0,0,760.5,4,2,0,6.27,NA,0,0
20.616,30,1,0.29,0.01,-2.84,4,0,461,3,2,0,6.3,NA,0,0
19.29,28,1,0.3,0.01,0.76,4,0,400,10,2,0,6.38,NA,1,1
16.896,30,2,0.62,0.05,7.08,4,1,413.5,11,0,0,6.11,NA,1,1
16.996,37,0,0.22,0,-1.24,2,1,512,4,3,0,5.93,NA,0,1
18.418,25,1,0.03,0,0.48,0,1,729.5,3,1,0,5.89,NA,1,1
20.026,26,0,0.16,0.01,-7.6,1,0,245.5,8,2,1,5.63,NA,1,0
16.314,23,1,0.19,0.02,18.16,2,0,342,5,3,0,6.45,NA,1,1
16.508,26,1,0.39,0.01,1.04,4,1,328.5,8,2,0,6.57,NA,1,1
18.438,40,0,0.29,0.01,-1.16,0,1,345,5,0,0,6.11,NA,0,0
17.612,30,1,0.37,0.02,-2.72,1,1,453,5,1,0,6.08,NA,1,0
18.118,34,0,0.37,0.02,0.16,1,0,249,4,3,0,5.75,64.5,1,0
18.112,28,1,0.39,0.01,4.08,3,1,232,10,1,0,5.76,NA,1,1
16.408,34,0,0.62,0.05,-0.24,3,1,396,11,2,0,6.18,NA,1,0
16.6,37,1,0.22,0,1.04,2,1,254,8,2,0,5.82,NA,1,1
18.402,32,0,0.22,0,-3.96,3,1,312,4,0,0,6.01,NA,0,1
16.452,32,0,0.22,0,-0.52,3,1,268.5,8,3,0,5.78,NA,1,0
19.782,27,1,0.16,0.01,-11,3,0,532.5,0,3,1,5.53,NA,1,0
21.144,38,0,0.21,0,-2.64,2,0,425.5,11,2,0,5.14,NA,1,0
22.402,30,1,0.38,0.04,-4.44,1,0,206,7,2,0,5.93,NA,1,0
17.032,31,0,0.22,0,4.84,0,1,252.5,5,1,0,6.32,NA,0,1
17.572,35,0,0.21,0,-0.28,2,0,379,1,0,0,5.97,90.3,1,0
16.01,38,0,0.93,0.04,10.96,2,0,360,3,1,0,6.83,NA,1,1
17.008,37,0,0.62,0.05,-1.92,4,1,562,2,1,0,6,74.6,1,1
19.798,33,1,0.3,0.01,4.24,0,0,372,7,3,0,6.23,NA,1,0
17.986,36,1,0.39,0.01,4.32,1,0,485,0,1,0,6.4,NA,1,1
14.876,46,1,0.39,0.01,1.52,0,0,479,3,3,0,6.36,NA,1,1
17.28,38,0,0.29,0.01,-6.88,4,1,313.5,10,2,0,5.97,NA,1,1
17.654,21,1,0.16,0.01,-7.48,0,1,285.5,8,0,1,5.12,NA,1,0
21.264,36,0,0.39,0.01,-4.12,4,0,253.5,7,3,1,6.23,NA,1,0
17.604,25,1,0.16,0.01,-8.6,0,1,357,8,0,1,5.03,69,1,0
19.368,29,0,0.3,0.01,-0.92,1,0,618.5,4,2,0,5.9,NA,1,0
19.232,35,1,0.19,0.02,-1.6,1,0,582.5,3,2,1,5.76,NA,1,1
16.658,28,1,0.16,0.01,-9.36,2,0,241.5,1,0,1,5.22,57.2,1,0
17.7,37,0,0.22,0,-3.2,0,1,368.5,5,2,0,5.66,NA,1,0
19.35,31,1,0.21,0,-5.24,0,1,293.5,8,1,0,5.76,NA,1,1
18.826,34,0,0.3,0.01,-1.76,0,0,448.5,11,3,0,5.6,NA,1,0
18.036,40,0,0.39,0.01,-0.96,0,0,197.5,4,3,0,5.18,NA,0,0
21.368,34,0,0.14,0,-4.6,1,0,334.5,0,2,0,6.2,63.1,1,0
17.702,25,1,0.16,0.01,-7.68,0,1,416,8,0,1,5.67,NA,1,0
18.314,31,1,0.19,0.02,-3.08,2,1,468.5,0,2,1,5.43,NA,1,0
17.91,22,1,0.16,0.01,-6.8,0,1,375,8,0,1,5.61,NA,1,0
19.516,35,0,0.16,0.01,-1.04,1,0,531,7,1,0,5.9,NA,0,0
19.004,27,0,0.29,0.01,-3.76,3,0,446.5,1,1,0,5.64,NA,0,0
22.078,30,1,0.38,0.04,0,4,0,617.5,2,0,0,6.17,NA,1,0
19.036,35,1,0.29,0.01,-2.08,0,1,253.5,9,1,0,5.79,76.6,1,0
17.82,24,1,0.16,0.01,-7.92,0,1,402,8,0,1,5.12,NA,1,0
17.73,26,1,0.3,0.01,0.56,4,0,257,8,3,0,5.97,NA,1,0
17.236,30,1,0.37,0.02,1.28,2,0,165,11,0,0,6.01,93.1,1,1
18.724,33,1,0.3,0.01,8.4,2,0,384.5,4,0,0,6.59,64.3,0,0
16.804,39,0,0.62,0.05,-0.68,4,0,312,1,3,0,6.1,NA,1,1
16.83,34,0,0.62,0.05,0.44,3,1,505,4,3,0,5.66,82,1,0
18.91,29,0,0.3,0.01,-3.8,2,0,219,6,0,0,5.62,NA,1,0
17.952,24,1,0.16,0.01,-8.28,0,1,249.5,8,0,1,5.24,NA,1,0
18.804,27,1,0.3,0.01,-1.6,2,0,683,4,2,0,5.93,NA,1,0
16.774,31,1,0.19,0.02,0.52,3,1,377.5,1,0,1,6.04,77.7,0,0
17.732,25,1,0.16,0.01,-8.04,0,1,355.5,8,0,1,5.36,86.6,1,0
16.876,36,0,0.39,0.01,-0.32,4,0,384.5,2,3,0,6.28,NA,1,1
18.648,37,0,0.3,0.01,-0.96,0,0,422.5,5,2,0,6.08,NA,0,0
22.034,37,0,0.03,0,-1.52,0,0,473,4,3,0,6.22,48.5,1,0
18.366,26,0,0.05,0,-10.36,0,1,153.5,5,2,0,5.48,NA,1,0
17.438,30,0,0.22,0,1.08,1,1,269.5,6,2,0,6.2,NA,1,0
17.212,31,1,0.1,0.01,0.64,4,0,460,4,0,0,5.24,NA,1,0
17.958,24,1,0.16,0.01,-7.68,0,1,293,8,0,1,5.09,65.2,1,0
24.582,31,2,0.16,0.01,-9.16,0,1,340.5,3,0,1,5.19,62,1,0
16.468,40,1,0.62,0.05,-0.36,4,1,689.5,11,3,0,6.32,72.9,1,0
17.994,24,1,0.16,0.01,-7.96,0,1,307.5,8,0,1,5.75,NA,1,0
18.896,30,0,0.16,0.01,-11.16,0,0,229.5,0,2,1,5.38,NA,1,0
20.274,29,1,0.39,0.01,7.44,4,1,477.5,5,1,0,5.91,NA,1,1
20.162,37,0,0.14,0,-2.96,4,0,732.5,5,1,0,5.89,NA,0,0
17.146,35,0,0.93,0.04,-1.76,1,1,460.5,1,2,0,5.63,NA,1,1
18.31,30,0,0.37,0.02,-3.2,2,1,339,3,0,0,5.34,NA,1,1
16.244,26,2,0.19,0.02,13.64,0,0,356.5,7,3,1,6.43,NA,1,1
17.606,34,0,0.37,0.02,-0.88,0,0,703.5,7,3,0,5.96,57.8,1,1
20.46,40,1,0.3,0.01,-3.36,4,0,424.5,7,0,0,6.2,NA,1,0
16.092,34,1,0.37,0.02,3.96,1,0,474,3,0,0,6.45,NA,1,0
16.794,29,1,0.05,0,-4.36,0,1,698.5,10,0,0,5.92,NA,1,1
18.784,34,0,0.62,0.05,2.16,3,0,169,4,1,0,6.3,NA,1,1
17.524,34,0,0.3,0.01,-0.44,4,0,268.5,8,0,0,5.9,87.6,1,0
18.606,28,2,0.29,0.01,30.2,1,0,428,11,1,0,6.76,91.3,1,1
17.71,30,1,0.16,0.01,-7.68,0,1,384.5,8,0,1,5.84,NA,1,0
18.036,40,0,0.39,0.01,0.68,0,1,216.5,4,0,0,5.32,NA,1,0
17.564,29,1,0.16,0.01,-7.96,0,1,369.5,8,0,1,5.47,NA,1,0
17.1,41,0,0.3,0.01,2.12,1,0,556,7,2,0,5.99,63.4,1,1
25.534,32,1,0.38,0.04,11.4,2,1,645.5,0,2,0,6.37,NA,1,0
18.322,25,1,0.16,0.01,-13.56,3,1,631,8,0,1,5.41,NA,1,0
19.308,32,0,0.16,0.01,-8.84,4,0,527.5,5,1,1,5.6,72.6,1,0
16.51,31,0,0.21,0,-4.36,1,0,364.5,7,2,0,5.92,NA,1,1
16.57,35,0,0.14,0,0.12,1,0,300,7,1,0,6.28,67.3,1,0
18.652,30,0,0.39,0.01,-1.68,4,0,458.5,11,2,0,5.06,NA,1,0
